Region,Birth Rate,CO2 Emissions,Energy Usage,GDP,Health Exp/Capita,Lending Interest,Life Expectancy Female,Life Expectancy Male,Population Total
Asia,0.019,12435,14764,,5,0.15,65,61,49875169
Asia,0.029,2769,8832,7273933993,17,0.085,65,63,24921910
Asia,0.028,131601,73580,97977766198,18,0.073,66,64,155151394
Asia,0.028,74066,38643,91371236939,35,0.101,71,64,84231329
Asia,0.01,28474,30845,114187000000,826,0.053,82,77,4166700
Asia,0.019,11965,8798,20662525941,44,0.095,77,70,19435000
Asia,0.029,2563,2346,2076148710,13,0.203,69,62,6663929
Asia,0.013,252345,96291,161340000000,87,0.055,76,69,65087400
Asia,0.038,176,58,455500000,27,0.155,64,61,966987
Asia,0.023,43337,18406,6838351088,111,,68,60,4696876
Asia,0.021,119306,50678,12030023548,24,,71,64,25864350
Asia,0.017,90549,38968,49424107710,30,0.097,79,70,81437700
Europe,0.015,4166,2172,7464446950,148,0.118,79,73,3014579
Europe,0.011,565,,2322163502,2193,,,,79060
Europe,0.01,71866,32690,291430000000,3720,,82,76,8171966
Europe,0.009,58038,26888,23141587718,157,0.169,75,63,9730000
Europe,0.011,111282,58895,361683000000,3482,0.067,82,76,10421137
Europe,0.008,24617,4811,10022840635,236,0.103,78,73,3886723
Europe,0.009,46787,18833,25283228366,238,0.089,76,69,7781161
Europe,0.009,23047,8831,41003558916,614,0.117,79,72,4439000
Europe,0.012,7334,2184,15816972051,1353,0.076,81,76,1015820
Europe,0.01,122709,45511,113977000000,771,0.06,79,73,10197101
Europe,0.012,50597,19428,244728000000,4387,,80,75,5404523
Europe,0.01,17217,5282,12031396467,450,0.057,78,66,1362550
Europe,,796,,1683997930,,,82,77,48782
Europe,0.011,67091,37120,189065000000,2974,0.037,82,75,5228172
Europe,0.013,390103,269777,2055680000000,3620,0.066,84,77,62702121
Europe,0.009,825896,340676,2726340000000,3524,,82,76,82516260
Europe,0.01,97150,29707,227950000000,1809,,82,77,11055729
Europe,0.009,57352,26157,101926000000,828,0.128,77,69,10107146
Europe,0.015,2233,3368,13251434311,4567,0.12,83,79,292074
Europe,0.015,43956,14269,186281000000,3487,0.026,81,76,4070262
Europe,,,,2758117365,,,,,79658
Europe,0.01,472768,181990,1735520000000,2549,0.055,84,78,57685327
Europe,0.02,,2005,3639935348,,0.148,71,66,1704622
Europe,0.009,7132,4438,13761569545,387,0.074,77,67,2263122
Europe,0.011,,,3454374261,,,85,79,34445
Europe,0.009,13330,9386,22659294573,374,0.057,78,66,3377075
Europe,0.012,11269,4282,34077095478,6145,,82,76,458095
Europe,0.012,11192,2756,5514253043,230,0.124,77,72,2085728
Europe,0.01,2574,830,5643525282,1247,0.053,81,77,401268
Europe,0.012,4554,3377,2598231467,61,0.209,72,64,3603945
Europe,,,,4110348444,4885,,,,33346
Europe,0.013,,,2073255525,293,,76,71,614670
Europe,0.012,176903,79075,609890000000,3739,0.028,81,77,16281779
Europe,0.012,42666,26433,260029000000,5733,0.04,82,78,4591910
Europe,0.009,304988,91371,252769000000,410,0.076,79,71,38182222
Europe,0.01,63175,25831,185397000000,1779,,81,75,10483861
Europe,0.01,95401,38683,75794733525,190,0.256,75,68,21451748
Europe,0.01,1602963,647392,591017000000,212,0.114,72,59,143821212
Europe,0.01,,,1317357835,3359,0.071,85,79,29290
Europe,0.011,,18094,23649854234,204,0.155,75,70,7463157
Europe,0.01,38749,18353,56073225726,565,0.091,78,70,5372280
Europe,0.009,15746,7131,33837749815,1415,0.087,81,74,1997012
Europe,0.011,339429,139030,1044610000000,2028,,83,77,42921895
Europe,0.011,54521,52588,362090000000,3666,0.04,83,78,8993531
Europe,0.01,40392,26090,374224000000,5570,0.032,84,79,7389625
Europe,0.02,225407,80858,392166000000,297,,76,69,66845635
Europe,0.009,343121,143843,64883060726,90,0.174,74,63,47451600
Europe,0.012,540409,221558,2220820000000,2955,0.044,81,77,59987905
Middle East,0.019,17510,6970,13150516509,539,0.079,76,75,820505
Middle East,0.018,447480,155548,163227000000,117,0.167,73,70,69342126
Middle East,0.035,114084,26901,36627901762,55,0.129,72,67,26673536
Middle East,0.021,63201,19241,126571000000,1410,0.075,82,78,6809000
Middle East,0.03,19241,6219,11407566660,203,0.083,74,71,5290000
Middle East,0.021,63534,23469,59440511982,743,0.056,75,73,2196466
Middle East,0.015,16835,5271,20955223881,458,0.108,78,75,3853582
Middle East,0.022,27987,9603,24673602280,310,0.076,76,72,2464001
Middle East,0.016,44393,16648,31734065019,1589,0.07,78,76,720383
Middle East,0.024,395834,143706,258742000000,399,,76,72,23839231
Middle East,0.028,51111,17937,25086930693,61,0.075,76,73,17676012
Middle East,0.016,113241,42310,147824000000,995,,76,74,3658658
Middle East,0.036,18881,6186,13873500888,38,0.185,63,60,19612696
Oceania,,,,,,,,,59262
Oceania,0.012,348757,112696,613161000000,2872,0.089,83,78,20127400
Oceania,0.024,1133,666,2727507213,120,0.072,71,66,818995
Oceania,0.019,788,,,,,77,71,251811
Oceania,0.02,,,,,,79,74,158194
Oceania,0.025,44,8,102220915,119,,69,63,88936
Oceania,,88,29,131106366,449,,,,52074
Oceania,0.027,147,,239563310,233,0.154,68,67,106575
Oceania,0.017,2552,,,,,79,72,230068
Oceania,0.014,34759,17393,102986000000,1974,0.071,82,78,4087500
Oceania,0.033,4481,,3927114457,30,0.133,62,58,5948461
Oceania,0.03,154,56,374507188,106,0.112,74,68,178794
Oceania,0.035,180,58,375109695,46,0.143,67,64,457827
Oceania,0.029,172,57,240794581,115,0.116,74,69,100319
Oceania,0.03,55,30,364996869,62,0.076,71,67,204135
The Americas,0.019,407,135,905113767,453,0.12,77,72,81718
The Americas,0.018,156170,67303,183296000000,327,0.068,78,71,38308779
The Americas,0.013,2259,,2228279330,,0.116,77,72,98742
The Americas,0.015,1723,664,7094413000,1326,0.06,77,70,322400
The Americas,0.013,1294,375,3509700000,737,0.083,76,71,272205
The Americas,0.027,381,155,1057850000,175,0.139,75,69,265040
The Americas,0.013,671,,4484703000,,,81,76,63740
The Americas,0.029,13084,3622,8773451739,51,0.145,67,62,9187610
The Americas,0.019,337826,210042,663760000000,257,0.549,75,68,184010283
The Americas,0.011,552349,267619,1018390000000,3047,0.04,83,78,31995000
The Americas,,499,,,,,,,47299
The Americas,0.015,60047,27514,100631000000,414,0.051,81,75,16168241
The Americas,0.022,55071,26001,117075000000,148,0.151,76,68,42527623
The Americas,0.018,6931,3880,18596365927,346,0.234,81,76,4246336
The Americas,0.012,25005,11312,38202800000,209,,80,76,11273363
The Americas,,,,,,,,,133363
The Americas,,110,39,366976849,243,0.089,,,70325
The Americas,0.024,18786,6528,22163928097,120,0.326,75,68,9207389
The Americas,0.024,28658,10278,36591661000,178,0.1,77,72,13529091
The Americas,0.021,6366,4382,15798300000,191,,75,66,6050297
The Americas,0.016,583,,1644951892,,,72,66,56911
The Americas,0.019,205,74,600014341,342,0.102,74,69,102655
The Americas,0.035,11621,7785,23965280312,124,0.138,73,66,12367800
The Americas,0.022,1628,479,785918770,55,0.145,68,61,756939
The Americas,0.029,1988,2288,3660483886,22,0.48,61,57,9129933
The Americas,0.029,7367,3853,8772197585,103,0.199,74,69,6762426
The Americas,0.017,10715,3769,10173234921,183,0.181,74,68,2634145
The Americas,0.022,410744,159324,770268000000,441,0.074,78,73,109381550
The Americas,0.026,4426,2821,5795568203,66,0.135,75,69,5386299
The Americas,0.023,5805,2613,14179300000,347,0.088,79,73,3303335
The Americas,0.026,4089,4002,8033877360,82,0.335,73,69,5793330
The Americas,0.022,31896,12875,65702520516,111,0.247,75,69,27403845
The Americas,0.013,,,80322313000,,,82,74,3826878
The Americas,,,,,,,,,35318
The Americas,,227,76,497548517,363,0.103,,,48421
The Americas,0.018,356,120,858255380,330,0.111,75,71,163460
The Americas,0.017,,,,,,81,75,27514
The Americas,0.018,194,66,522544702,179,0.097,73,69,108562
The Americas,0.021,2292,664,1484092538,207,0.204,72,65,493394
The Americas,0.015,30993,14115,12884712296,522,0.093,73,65,1290379
The Americas,,103,,,,,,,25025
The Americas,0.014,5790765,2307819,12277000000000,6355,0.043,80,75,292805298
The Americas,0.016,5611,2869,13686333822,350,0.237,79,72,3323822
The Americas,0.022,168268,56441,112451000000,239,0.185,76,70,26261326
The Americas,0.015,,,,,,82,76,107950
Africa,0.021,107128,32335,103199000000,95,0.08,71,68,33960903
Africa,0.049,19156,9356,28233699240,71,0.677,50,47,16544376
Africa,0.04,2398,2499,4358015993,25,,59,56,8182362
Africa,0.025,4613,1929,9931223496,298,0.157,47,46,1875805
Africa,0.045,1126,,5462709055,28,,53,52,13421929
Africa,0.044,154,,1117254387,14,0.184,51,49,7770392
Africa,0.04,3696,6981,16587921221,45,0.177,53,51,18137734
Africa,0.037,213,,1350300947,15,0.177,47,43,3960897
Africa,0.05,400,,6646663021,25,0.177,48,47,10014413
Africa,0.039,110,37,387036132,28,0.11,60,58,600733
Africa,0.046,2226,19971,11964484458,7,,49,46,54028003
Africa,0.039,1456,1083,6087002682,42,0.177,55,53,3542867
Africa,0.037,7825,9634,16363437145,53,,48,46,17393994
Africa,0.029,473,139,708633195,63,0.112,59,57,776585
Africa,0.024,167208,62741,89685724889,64,0.131,72,67,71777678
Africa,0.038,4712,1249,6915849240,220,0.177,50,48,603648
Africa,0.04,766,763,1098425900,6,,61,56,4854066
Africa,0.039,5053,28935,12173919387,7,0.07,58,56,76167240
Africa,0.033,2087,1718,8665736618,187,0.177,61,59,1379465
Africa,0.044,323,108,624173996,20,0.349,58,56,1436549
Africa,0.034,6956,8229,10731883141,35,,60,58,21384034
Africa,0.04,1181,,2937072009,16,,53,52,9576331
Africa,0.04,213,87,572853554,24,,53,51,1421515
Africa,0.039,8562,16151,18737895401,23,0.129,56,54,35785718
Africa,0.029,,33,1368405301,45,0.117,44,44,1925844
Africa,0.04,741,,542000000,13,0.17,56,54,3269786
Africa,0.023,52108,17670,44000000000,213,0.061,75,72,5594450
Africa,0.038,1742,,5038577519,13,0.27,63,60,18290394
Africa,0.042,917,,2754995877,17,0.331,49,49,12924746
Africa,0.048,568,,5305317555,29,,51,52,11941258
Africa,0.037,1676,,2184444849,29,0.231,62,59,3146164
Africa,0.015,3410,1077,6283796155,239,0.21,76,69,1243253
Africa,0.02,45771,13327,59523857868,100,0.115,71,67,30125445
Africa,0.044,1822,8489,6578515331,22,0.195,49,47,21010376
Africa,0.029,2310,1294,7261366632,262,0.106,58,54,2027026
Africa,0.051,829,,3405134555,20,,54,54,13183798
Africa,0.042,104697,106509,112248000000,53,0.179,49,48,139585891
Africa,0.038,528,,2581286407,17,0.161,56,54,9429457
Africa,0.038,77,43,123258507,81,0.312,66,63,154615
Africa,0.039,5860,2791,8707015064,41,,62,59,11270826
Africa,0.019,697,228,919103262,423,0.098,77,67,82900
Africa,0.042,546,,1627853086,51,0.246,42,42,5119895
Africa,0.047,579,,,,,54,51,8466938
Africa,0.023,396117,128214,247052000000,450,0.106,53,50,47639556
Africa,0.04,,,,,,52,50,8039351
Africa,0.038,10708,14837,26524992225,35,,62,58,31585871
Africa,0.032,1019,399,2584077931,159,0.106,46,46,1104642
Africa,0.042,5618,17141,14141916592,15,0.152,54,53,38824384
Africa,0.038,1338,2372,2115154090,25,,55,53,5540214
Africa,0.017,22801,8314,32282960678,181,,76,72,10029000
Africa,0.047,2285,,9013834490,29,0.196,53,52,28724869
Africa,0.044,2274,7213,7178556337,44,0.282,48,47,11470022
Africa,0.032,10774,9685,5755215232,,2.357,43,44,12710589
Asia,0.045,1016,,6275076016,21,,58,56,24860855
Asia,0.014,4360,2512,4900436759,85,0.18,77,70,3014917
Asia,0.017,34338,13427,13245421881,122,0.17,72,66,8391850
Asia,0.023,37554,23868,60277560976,13,0.14,68,67,143135180
Asia,0.023,396,204,818869146,55,0.14,64,64,650417
Asia,0.02,5126,2217,9531402830,671,0.055,79,75,367815
Asia,0.026,2776,3436,6293046162,33,,70,65,13356424
Asia,0.012,5790017,1775677,2256900000000,80,0.056,75,73,1303720000
Asia,0.013,5068,2841,6411147323,123,0.176,77,69,4361400
Asia,0.008,40546,12664,181570000000,,0.078,85,79,6813200
Asia,0.023,1411128,539388,834215000000,32,0.108,66,63,1127143548
Asia,0.021,341992,179461,285869000000,36,0.141,71,67,224480901
Asia,0.008,1238181,520541,4571870000000,2928,0.017,85,79,127773000
Asia,0.018,176947,50805,57123671734,154,,72,60,15147029
Asia,0.016,83014,21331,,,,72,65,23813333
Asia,0.009,462918,210176,898134000000,988,0.056,82,75,48138077
Asia,0.021,5233,2497,2459876152,28,0.266,72,64,5162600
Asia,0.028,1434,,2735550177,20,0.268,66,63,5790646
Asia,0.008,1837,,11792570016,,0.07,81,76,468149
Asia,0.019,177373,63507,143533000000,179,0.06,76,72,25843466
Asia,0.021,700,225,992473987,235,0.13,75,73,297576
Asia,0.02,8647,2625,2523359941,60,0.306,69,62,2526502
Asia,0.019,11613,14817,,5,0.15,66,61,50181020
Asia,0.028,3242,9132,8130258976,19,0.081,66,64,25292058
Asia,0.028,136636,76227,109502000000,22,0.091,66,64,157971415
Asia,0.027,74832,38756,103066000000,47,0.102,71,64,85821214
Asia,0.01,30359,21947,127418000000,1058,0.053,83,78,4265800
Asia,0.019,11643,9001,24405791045,49,0.108,77,70,19644000
Asia,0.03,2439,2342,2312319579,16,0.233,69,62,6805655
Asia,0.013,256169,99166,176352000000,95,0.058,76,69,65559487
Asia,0.038,176,58,479100000,33,0.167,65,62,982889
Asia,0.023,45375,19166,8104355717,107,,69,60,4747839
Asia,0.02,111888,46965,14307509839,28,,71,64,26167000
Asia,0.017,97942,41455,57633255739,36,0.11,80,70,82393500
Europe,0.014,4254,2172,8376483740,160,0.131,79,73,2992724
Europe,0.011,576,,2539759286,2356,,,,81223
Europe,0.01,74238,33792,304984000000,3863,,82,77,8227829
Europe,0.009,59064,26874,30210091837,215,0.114,75,63,9663000
Europe,0.011,108525,58688,377350000000,3606,0.067,82,76,10478617
Europe,0.008,25618,5042,10948051122,246,0.096,78,73,3879828
Europe,0.009,47909,19898,28895083540,274,0.087,76,69,7739900
Europe,0.01,23106,8905,44821408831,705,0.112,79,72,4442000
Europe,0.012,7503,2219,16997801392,1434,0.071,81,77,1032586
Europe,0.01,120736,44941,130066000000,882,0.058,79,73,10211216
Europe,0.012,47099,18888,257676000000,4652,,80,76,5419432
Europe,0.011,16780,5164,13905561150,513,0.049,78,67,1354775
Europe,,766,,1730894295,,,82,77,49157
Europe,0.011,54646,34263,195778000000,3151,,82,76,5246096
Europe,0.013,392072,270660,2136560000000,3750,,84,77,63176246
Europe,0.008,806703,335185,2766250000000,3624,,82,76,82469422
Europe,0.01,98675,30248,240076000000,2093,,82,77,11092913
Europe,0.01,57917,27583,110322000000,923,0.085,77,69,10087065
Europe,0.014,2204,3480,16286331747,5329,0.148,84,80,296734
Europe,0.015,43535,14330,202578000000,3734,0.026,81,77,4159914
Europe,0.011,,,2915710378,,,,,80345
Europe,0.01,473380,183873,1786280000000,2672,0.053,84,78,57969484
Europe,0.021,,1946,3743116980,,0.14,71,67,1705780
Europe,0.01,7176,4528,16041840426,442,0.061,77,66,2238799
Europe,0.011,,,3658356378,,,84,77,34740
Europe,0.009,13993,8848,26085307222,446,0.053,77,65,3322528
Europe,0.012,11544,4382,37643013481,6485,,82,77,465158
Europe,0.011,11280,2842,5985809060,231,0.121,77,72,2090044
Europe,0.01,2699,881,5980795756,1394,0.055,81,77,403834
Europe,0.012,4895,3500,2988172424,76,0.193,72,64,3595187
Europe,,,,4280072626,4960,,,,33808
Europe,0.013,2057,987,2257181943,319,,76,71,615820
Europe,0.012,172228,78824,638471000000,4261,0.028,82,77,16319868
Europe,0.012,42438,26771,304060000000,6293,0.04,83,78,4623291
Europe,0.01,303598,92377,303912000000,494,0.068,79,71,38165445
Europe,0.01,65309,26467,191848000000,1886,,81,75,10503330
Europe,0.01,95676,38693,99172613716,251,0.196,76,68,21319685
Europe,0.01,1615688,651712,764001000000,277,0.107,72,59,143113885
Europe,0.01,,,1375416604,3399,0.072,85,79,29775
Europe,0.01,,16051,25234408773,307,0.168,75,70,7440769
Europe,0.01,39175,18830,61328471583,627,0.067,78,70,5372807
Europe,0.009,15867,7293,35717733757,1494,0.078,81,74,2000474
Europe,0.011,353462,141914,1130800000000,2178,,84,77,43653155
Europe,0.011,51562,51569,370580000000,3726,0.033,83,78,9029572
Europe,0.01,41375,25941,384755000000,5637,0.031,84,79,7437115
Europe,0.019,237369,84379,482980000000,366,,76,69,67743052
Europe,0.009,333869,142883,86142018069,117,0.162,74,62,47105150
Europe,0.012,541986,222638,2321360000000,3161,0.046,81,77,60401206
Middle East,0.019,19208,7332,15969151306,573,0.078,76,75,879534
Middle East,0.018,469328,172442,192015000000,156,0.16,73,70,70152384
Middle East,0.034,114770,26866,49954890353,55,0.137,72,67,27377045
Middle East,0.021,60245,18478,133959000000,1480,0.068,82,78,6930100
Middle East,0.03,21027,6677,12582876895,213,0.076,74,71,5411000
Middle East,0.021,71547,26399,80797945205,834,0.075,75,73,2296314
Middle East,0.014,16245,5023,21287562189,420,0.106,79,75,3986865
Middle East,0.022,29893,10772,30905071771,331,0.071,77,72,2522325
Middle East,0.015,51881,16638,44530493222,1634,0.067,78,77,821159
Middle East,0.023,397642,145540,328460000000,466,,76,72,24690067
Middle East,0.027,50634,20792,28858965517,63,0.08,77,73,18167367
Middle East,0.016,116149,43231,180617000000,1030,,77,75,4148883
Middle East,0.035,20044,6589,16753787028,42,0.18,63,60,20139661
Oceania,,,,,,,,,59117
Oceania,0.013,362685,113503,693663000000,3136,0.091,83,79,20394800
Oceania,0.023,1364,578,3006725015,132,0.068,71,66,822484
Oceania,0.018,851,,,,,77,72,254884
Oceania,0.019,,,,,,79,74,158401
Oceania,0.025,62,8,106147384,118,,69,64,90468
Oceania,0.035,84,29,137556823,462,,,,52058
Oceania,0.026,117,,249845593,285,0.164,69,67,106198
Oceania,0.017,2838,,,,,79,72,234393
Oceania,0.014,33920,16846,113791000000,2288,0.078,82,78,4133900
Oceania,0.033,4613,,4901584516,32,0.115,63,59,6095959
Oceania,0.029,158,57,412220560,114,0.114,74,68,179928
Oceania,0.035,180,58,413909879,69,0.141,67,64,469306
Oceania,0.029,158,57,264812954,167,0.114,74,69,100960
Oceania,0.029,55,30,394962552,61,0.075,71,67,209375
The Americas,0.019,411,137,1001970945,544,0.114,77,72,82565
The Americas,0.018,160952,66973,222908000000,395,0.062,79,71,38647854
The Americas,0.012,2274,,2331005587,,0.115,77,72,100031
The Americas,0.015,1599,696,7706222000,1394,0.055,77,71,329088
The Americas,0.013,1353,390,3891500000,765,0.092,76,72,273568
The Americas,0.027,396,161,1114200000,182,0.143,75,69,271920
The Americas,0.013,444,,4868136000,,,81,76,64154
The Americas,0.029,12325,5183,9549196256,57,0.166,67,63,9354709
The Americas,0.018,347309,215332,882186000000,387,0.554,76,68,186142403
The Americas,0.011,563072,272206,1164180000000,3452,0.044,83,78,32312000
The Americas,,513,,,,,,,48623
The Americas,0.015,61730,28352,124404000000,497,0.067,81,75,16337749
The Americas,0.021,60946,27085,146520000000,197,0.146,76,69,43184026
The Americas,0.017,7088,3865,19964893807,364,0.247,81,76,4320130
The Americas,0.011,26006,10758,42644200000,306,,80,76,11292078
The Americas,,,,,,,,,136708
The Americas,,114,41,361615918,255,0.099,,,70542
The Americas,0.024,19651,6840,33969724872,188,0.241,75,69,9343362
The Americas,0.024,29908,11048,41507085000,190,0.096,78,72,13777131
The Americas,0.021,6454,4509,17093800000,202,,75,66,6072538
The Americas,0.016,609,,1702543477,,,72,67,56935
The Americas,0.019,216,79,700431791,412,0.101,74,69,102951
The Americas,0.035,12453,7855,27211230374,138,0.13,73,66,12678919
The Americas,0.022,1434,495,824880550,58,0.145,68,62,760834
The Americas,0.029,2076,2585,4154289832,20,0.41,61,58,9260879
The Americas,0.029,7554,3997,9672006169,109,0.188,74,69,6898825
The Americas,0.018,10645,3717,11075778481,170,0.174,74,69,2643601
The Americas,0.022,435046,170263,866346000000,478,0.097,78,73,110731826
The Americas,0.025,4320,2836,6322582497,71,0.121,75,69,5455219
The Americas,0.022,6839,2884,15464700000,344,0.087,79,73,3365929
The Americas,0.026,3832,3954,8734651406,82,0.299,73,69,5904170
The Americas,0.022,37136,13646,74147754854,128,0.255,75,70,27723281
The Americas,0.013,,,83914521341,,,82,74,3821362
The Americas,,,,,,,,,36936
The Americas,,235,79,536410666,389,0.1,,,49139
The Americas,0.017,367,123,908558307,348,0.106,75,71,165407
The Americas,0.018,,,,,,81,75,27906
The Americas,0.018,198,67,551431645,185,0.096,74,69,108749
The Americas,0.02,2380,696,1793557833,243,0.174,72,66,499523
The Americas,0.015,28581,16880,16088526686,648,0.091,73,65,1296933
The Americas,,121,,,,,,,26450
The Americas,0.014,5826394,2318861,13095400000000,6732,0.062,80,75,295516599
The Americas,0.015,5776,2957,17362872710,430,0.136,79,72,3325155
The Americas,0.022,181630,66558,145513000000,296,0.168,76,70,26725897
The Americas,0.015,,,,,,82,76,107863
Africa,0.022,103963,34658,117027000000,106,0.08,72,68,34507214
Africa,0.049,22266,10006,41789494462,111,0.195,50,48,17122409
Africa,0.04,3876,2949,4705087452,26,,59,56,8443671
Africa,0.025,4646,1956,10126990488,263,0.165,47,46,1895944
Africa,0.044,1360,,5844669738,28,,54,52,13822257
Africa,0.044,187,,1273180655,18,0.171,52,49,8042579
Africa,0.04,3828,6723,17953103009,46,0.153,53,51,18611937
Africa,0.037,227,,1473721521,15,0.153,47,44,4032102
Africa,0.049,407,,7422102520,24,0.153,49,47,10356822
Africa,0.039,121,42,403179474,30,0.105,61,58,616526
Africa,0.046,2417,20715,14296505933,9,0.464,50,46,55590838
Africa,0.039,1338,1154,7731261169,50,0.153,56,53,3646653
Africa,0.036,6997,9537,17367303156,59,,49,47,17662417
Africa,0.029,488,143,768873684,66,,60,57,787544
Africa,0.024,178616,66269,107484000000,75,0.126,72,67,72990754
Africa,0.038,4752,1503,8081982438,287,0.153,51,48,621517
Africa,0.04,561,697,1211161880,8,,61,57,5035036
Africa,0.038,5420,29705,15000803171,8,0.07,59,57,78290649
Africa,0.033,1977,1768,9545982814,216,0.153,61,59,1412907
Africa,0.044,337,114,655068112,21,0.298,58,56,1482324
Africa,0.034,9289,9062,20410239313,48,,60,58,21947779
Africa,0.04,1181,,2821346684,16,,54,53,9798963
Africa,0.04,216,90,578517349,24,,54,52,1452659
Africa,0.038,9575,16896,22504136042,28,0.136,57,55,36757498
Africa,0.029,,19,1428842600,52,0.122,44,44,1940413
Africa,0.04,759,,604028582,18,0.155,57,55,3384791
Africa,0.023,53788,17899,56484375000,237,0.063,76,72,5686475
Africa,0.037,1683,,5515236338,15,0.295,63,60,18826126
Africa,0.042,953,,3116789658,21,0.323,50,50,13307535
Africa,0.048,568,,6122644015,33,,52,52,12325545
Africa,0.037,1676,,3040718541,30,0.24,62,59,3237713
Africa,0.014,3777,1173,6731536244,269,0.211,76,69,1252698
Africa,0.02,47425,13648,65637107776,113,,71,68,30395097
Africa,0.043,1980,8742,7095910828,21,0.186,49,47,21587317
Africa,0.029,2329,1294,7978609422,280,0.112,60,55,2052931
Africa,0.051,807,,3646727993,21,,55,55,13679705
Africa,0.042,98514,107005,145430000000,59,0.169,50,49,143314909
Africa,0.038,528,,3110327823,32,0.161,58,56,9660946
Africa,0.038,84,44,135181862,68,0.293,67,63,158806
Africa,0.039,4789,2798,9358710763,44,,63,60,11582925
Africa,0.017,744,243,1016419769,438,0.1,76,69,84600
Africa,0.041,733,,1887429109,51,0.24,43,43,5280909
Africa,0.047,576,,,,,54,51,8687671
Africa,0.023,424844,127255,261007000000,455,0.112,53,50,48269753
Africa,0.039,,,,,,53,50,8376893
Africa,0.037,11503,15917,35159250985,54,,62,59,32397535
Africa,0.031,1016,406,2947922183,180,0.112,46,46,1118253
Africa,0.042,5959,17809,14331231239,23,0.157,56,54,39942347
Africa,0.038,1221,2368,2202809211,25,,55,54,5685845
Africa,0.017,23128,8752,34378437265,194,,76,72,10127900
Africa,0.046,2655,,9942597753,32,0.187,54,53,29711397
Africa,0.044,2226,7396,10702200822,58,0.232,49,48,11781612
Africa,0.032,10345,9714,5443896500,,4.965,44,46,12724308
Asia,0.044,1338,,7057597615,23,0.18,59,56,25631282
Asia,0.014,4382,2559,6384457744,97,0.165,77,70,3002911
Asia,0.018,39167,13232,20982270733,149,0.179,72,67,8484550
Asia,0.023,48137,25332,61901116736,14,0.153,68,67,144868702
Asia,0.022,392,211,897672086,59,0.14,65,65,665568
Asia,0.019,4822,3152,11470703002,680,0.055,79,75,374697
Asia,0.026,3000,3429,7274424519,29,,71,65,13555054
Asia,0.012,6414463,1938944,2712950000000,93,0.061,76,73,1311020000
Asia,0.013,6150,3032,7761900179,146,0.171,77,70,4398000
Asia,0.01,38555,13330,193536000000,,0.078,86,79,6857100
Asia,0.023,1504365,567182,949117000000,33,0.112,66,63,1143289350
Asia,0.021,345120,183726,364571000000,47,0.16,71,67,227709821
Asia,0.009,1231302,519807,4356750000000,2794,0.017,86,79,127756000
Asia,0.02,192532,61504,81003864916,210,,72,61,15308084
Asia,0.015,84557,21544,,,,72,65,23969917
Asia,0.009,470806,213600,1011800000000,1201,0.06,82,76,48371946
Asia,0.023,5145,2450,2834168889,38,0.232,72,64,5218400
Asia,0.029,1580,,3452895836,25,0.3,66,64,5895930
Asia,0.008,1632,,14568709574,,0.088,81,77,479808
Asia,0.018,170648,63715,162692000000,222,0.065,76,72,26327098
Asia,0.021,887,288,1303375806,287,0.13,76,74,302825
Asia,0.021,9498,2925,3414053251,72,0.269,70,62,2559496
Asia,0.019,12611,15015,,5,0.161,66,62,50500070
Asia,0.027,2662,9131,9043715356,20,0.08,66,64,25634043
Asia,0.028,146075,79345,137264000000,29,0.11,66,65,160905794
Asia,0.027,67693,38456,122211000000,55,0.098,71,64,87366573
Asia,0.01,30799,23509,147794000000,1167,0.053,83,78,4401400
Asia,0.019,11738,9083,28267410543,57,0.129,77,70,19858000
Asia,0.03,2655,2414,2830236054,19,0.144,70,63,6954522
Asia,0.012,261211,101043,207089000000,110,0.074,76,69,65883961
Asia,0.038,180,59,462600000,46,0.165,65,62,999053
Asia,0.022,46256,19628,10277598152,98,,69,61,4801595
Asia,0.021,116530,48872,17030896203,35,,71,64,26488250
Asia,0.017,102456,42475,66371664817,46,0.112,80,70,83313000
Europe,0.014,3865,2068,9132562332,168,0.129,80,73,2968028
Europe,0.011,546,,2823503853,2631,,,,81877
Europe,0.009,71565,33799,324954000000,4016,,83,77,8268641
Europe,0.01,61829,28621,36961918859,243,0.088,76,64,9604000
Europe,0.012,106834,58111,399966000000,3608,0.075,82,77,10547958
Europe,0.008,27169,5301,12400102623,275,0.08,78,73,3875157
Europe,0.01,48943,20459,33209188739,297,0.089,76,69,7699020
Europe,0.009,23175,8944,49855078905,790,0.099,79,73,4440000
Europe,0.012,7789,2308,18435765910,1494,0.067,81,77,1048314
Europe,0.01,122764,45904,148374000000,969,0.056,80,74,10238905
Europe,0.012,55005,20252,274377000000,5017,,80,76,5437272
Europe,0.011,16190,5038,16798498860,620,0.05,78,67,1346810
Europe,,766,,1970135199,,,82,77,49414
Europe,0.011,66197,37334,207949000000,3302,,83,76,5266268
Europe,0.013,382582,266793,2255710000000,3907,,85,77,63617975
Europe,0.008,808860,340492,2902750000000,3746,,82,76,82376451
Europe,0.01,97286,30223,261713000000,2293,,82,77,11127947
Europe,0.01,57235,27330,112533000000,922,0.081,77,69,10071370
Europe,0.015,2277,4159,16651492784,5205,0.179,83,80,303782
Europe,0.015,43458,14607,222763000000,3982,,82,77,4274137
Europe,,,,3437450712,,,,,81068
Europe,0.01,469347,181830,1872980000000,2818,0.056,84,79,58143979
